departmentId,sourceDepartment,campus,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage,sourceFile,normalizedTitle,matchedCourseId,matchedCourseTitle,matchedCourseType,matchedCategory,matchedGroup,matchStatus,matchConfidence
iyo,医用,世田谷,火,3,前期後,1,SD,線形代数学(1b),服部 新,sab142302,11F,対象[26-21],,,11,2026世田谷キャンパス前期.pdf,線形代数学(1b),,,,,,unmatched,0
iyo,医用,世田谷,火,4,前期前,1,SD,微分積分学(1a)ﾘﾒﾃﾞｨｱﾙｸﾗｽ,椎名 貴久 田邊 顕一朗 name,saa262402,13P,対象[26-26],"対開講(火4,金4)",,11,2026世田谷キャンパス前期.pdf,微分積分学(1a)リメディアルクラス,,,,,,unmatched,0
iyo,医用,世田谷,火,4,前期前,3,SD,医用機器,京相 雅樹 工藤 琢也,saa142403,12E,対象[24-16],"対開講(火4,金4)",,11,2026世田谷キャンパス前期.pdf,医用機器,,,,,,unmatched,0
iyo,医用,世田谷,火,4,前期後,1,SD,微分積分学(1b)ﾘﾒﾃﾞｨｱﾙｸﾗｽ,椎名 貴久 田邊 顕一朗 name,sab262404,13P,対象[26-26],"対開講(火4,金4)",,11,2026世田谷キャンパス前期.pdf,微分積分学(1b)リメディアルクラス,,,,,,unmatched,0
iyo,医用,世田谷,火,4,前期後,3,SD,医用安全工学,京相 雅樹 工藤 琢也,sab142404,11E,対象[24-16],"対開講(火4,金4)",,11,2026世田谷キャンパス前期.pdf,医用安全工学,,,,,,unmatched,0
iyo,医用,世田谷,水,1,前期前,2,SD,数理統計学(a),出耒 光夫,saa123105,12A,対象[25-21],,,11,2026世田谷キャンパス前期.pdf,数理統計学(a),,,,,,unmatched,0
iyo,医用,世田谷,水,1,前期前,2,SD,微分積分学(2a),富久 拓磨,saa133101,12F,対象[25-21],,,11,2026世田谷キャンパス前期.pdf,微分積分学(2a),,,,,,unmatched,0
iyo,医用,世田谷,水,1,前期後,2,SD,数理統計学(b),出耒 光夫,sab123106,12A,対象[25-21],,,11,2026世田谷キャンパス前期.pdf,数理統計学(b),,,,,,unmatched,0
iyo,医用,世田谷,水,1,前期後,2,SD,微分積分学(2b),富久 拓磨,sab133102,12F,対象[25-21],,,11,2026世田谷キャンパス前期.pdf,微分積分学(2b),,,,,,unmatched,0
iyo,医用,世田谷,水,2,前期前,1,乙,基礎体育(1a),椿原 徹也 山田 盛朗 岩本 哲也 山口 良博,saa123207,-,対象[26-26],,,11,2026世田谷キャンパス前期.pdf,基礎体育(1a),TCU-PE-1A,基礎体育(1a),elective-required,体育科目,共通分野,exact,1.0
