departmentId,sourceDepartment,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage
kikai,機械,火,2,前期,1,,知的財産,伊藤 剣太,saz112205,"71B(1Q),61C (2Q)",対象[26-17],,,1
kikai,機械,火,2,前期,2,,機械要素設計及び演習,佐藤 秀明 亀山 雄高 小玉 脩平,saz112144,"13P,機械系 設計製図室 (10号館)",対象[25-25],"対開講(火1,火2)",,1
kikai,機械,火,2,前期前,1,,微分積分学(1a)ﾘﾒﾃﾞｨｱﾙｸﾗｽ,井上 浩一 大矢 浩徳,saa112203,12M,対象[26-26],"対開講(火2,金2)",,1
kikai,機械,火,2,前期前,2,,再・機械要素設計及び演習,佐藤 秀明 小玉 脩平,saz112145,"13P,機械系 設計製図室 (10号館)",対象[24-17],"対開講(火1前期前,火2前期前, 月1前期後,月2前期後)",,1
kikai,機械,火,2,前期後,1,,微分積分学(1b)ﾘﾒﾃﾞｨｱﾙｸﾗｽ,井上 浩一 大矢 浩徳,sab112204,12M,対象[26-26],"対開講(火2,金2)",,1
kikai,機械,火,3,前期,2,,SD PBL(2),小林 志好,saz112310,61A,対象[25-21],,,1
kikai,機械,火,3,前期前,1,AB,微分積分学(1a),中井 洋史,saa112303,11A,対象[26-21],,,1
kikai,機械,火,3,前期前,1,CD,線形代数学(1a),井上 浩一,saa112302,11D,対象[26-21],,,1
kikai,機械,火,3,前期後,1,AB,微分積分学(1b),中井 洋史,sab112304,11A,対象[26-21],,,1
kikai,機械,火,3,前期後,1,CD,線形代数学(1b),井上 浩一,sab112305,11D,対象[26-21],,,1
kikai,機械,火,4,前期,3,,技術者倫理,小林 志好,saz112409,61A,対象[24-17],,,1
kikai,機械,火,4,前期前,1,AB,情報リテラシー演習(a),須藤 康裕,saa112410,12L,対象[26-26],,,1
kikai,機械,火,4,前期前,1,CD,情報リテラシー演習(a),木村 誠聡,saa112412,12M,対象[26-26],,,1
kikai,機械,火,4,前期前,2,AB,数理統計学(a),田中 秀和,saa112402,12G,対象[25-21],,,1
kikai,機械,火,4,前期前,2,CD,数理統計学(a),出耒 光夫,saa112401,12H,対象[25-21],,,1
kikai,機械,火,4,前期後,1,AB,情報リテラシー演習(b),須藤 康裕,sab112411,12L,対象[26-26],,,1
kikai,機械,火,4,前期後,1,CD,情報リテラシー演習(b),木村 誠聡,sab112413,12M,対象[26-26],,,1
kikai,機械,火,4,前期後,2,AB,数理統計学(b),田中 秀和,sab112404,12G,対象[25-21],,,1
kikai,機械,火,4,前期後,2,CD,数理統計学(b),出耒 光夫,sab112403,12H,対象[25-21],,,1
kikai,機械,火,5,前期前,2,,材料工学,藤間 卓也,saa112505,12M,対象[20-17],"対開講(火5,金5)",,1
