id,title,credits,raw_required,category,group,courseType,sourceKind,sourceFile,sourceLine,sourceQuality,aliases,notes
EM-124,数学入門,2,※MS,専門分野,環境経営システム学科科目,elective,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,数学入門                       ※MS   2    2                                EM-124   45    15   25   5     10,pdf_curriculum_table,,source_key=environment
EM-125,統計学基礎,2,○ ※MS,専門分野,環境経営システム学科科目,required,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,統計学基礎                  ○   ※MS   2    2                                EM-125   0     15   15   15    55,pdf_curriculum_table,,source_key=environment
EM-126,環境倫理,2,○,専門分野,環境経営システム学科科目,required,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,環境倫理                   ○         2         2                           EM-126   0     15   15   0     70,pdf_curriculum_table,,source_key=environment
EM-127,ミクロ経済学,2,,専門分野,環境経営システム学科科目,elective,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,ミクロ経済学                           2         2                           EM-127   0     15   15   15    55,pdf_curriculum_table,,source_key=environment
EM-128,経営管理基礎,2,○,専門分野,環境経営システム学科科目,required,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,経営管理基礎                 ○         2    2                                EM-128   0     15   15   0     70,pdf_curriculum_table,,source_key=environment
EM-12B,質的データ分析法,2,,専門分野,環境経営システム学科科目,elective,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,質的データ分析法                         2           2                         EM-12B   20    20   20   15    25,pdf_curriculum_table,,source_key=environment
EM-12C,公共経済学,2,,専門分野,環境経営システム学科科目,elective,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,公共経済学                            2           2                         EM-12C   0     15   15   15    55,pdf_curriculum_table,,source_key=environment
EM-144,海外現地調査演習,3,,専門分野,環境経営システム学科科目,elective,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,海外現地調査演習                         3           4                         EM-144   5     15   20   20    40 （他学科履修不可）,pdf_curriculum_table,,source_key=environment
EM-12D,ＮＰＯとソーシャルビジネス,2,,専門分野,環境経営システム学科科目,elective,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,ＮＰＯとソーシャルビジネス                    2                  2                  EM-12D   15    15   15   15    40,pdf_curriculum_table,,source_key=environment
EM-131,基礎生物学,2,,専門分野,環境経営システム学科科目,elective,curriculum,e69aa2716a5d0db78c4241f183a36f63.pdf,基礎生物学                            2    2                                EM-131   30    20   0    0     50,pdf_curriculum_table,,source_key=environment
