departmentId,sourceDepartment,campus,day,period,term,gradeYear,className,title,lectureCode,teacher,room,target,remarks,sourcePage,sourceFile,normalizedTitle
ouyou_kagaku,応化,世田谷,木,1,前期後,1,SD,微分積分学(1b),sab164102,笹尾 哲,13L,対象[26-21],,19,2026世田谷キャンパス前期.pdf,微分積分学(1b)
ouyou_kagaku,応化,世田谷,木,1,前期後,3,SD,原子力機械耐震工学,sab161106,中村 いずみ 大鳥 靖樹,11F,対象[20-18],"対開講(月1,木1)",19,2026世田谷キャンパス前期.pdf,原子力機械耐震工学
ouyou_kagaku,応化,世田谷,木,1,前期後,3,SD,原子力耐震工学,sab161106,中村 いずみ 大鳥 靖樹,11F,対象[24-21],"対開講(月1,木1)",19,2026世田谷キャンパス前期.pdf,原子力耐震工学
ouyou_kagaku,応化,世田谷,木,2,前期前,1,II-A,Reading and,saa154201,中村 優子,11C,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期前,1,II-B,Reading and,saa154202,秋間 聖代,11E,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期前,1,II-C,Reading and,saa154203,伊藤 千里,13M,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期前,1,II-D,Reading and,saa154204,酒井 美江,12C,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期前,1,II-E,Reading and,saa154205,沢村 静,13N,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期前,1,II-F,Reading and,saa154206,倉持 和歌子,12G,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期前,1,II-G,Reading and,saa154207,田中 美和,12F,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期前,1,II-H,Reading and,saa154208,鴨下 恵子,11B,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期前,1,II-I,Reading and,saa154209,三幣 友行,11D,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,1,II-A,Reading and,sab154211,中村 優子,11C,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,1,II-B,Reading and,sab154212,秋間 聖代,11E,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,1,II-C,Reading and,sab154213,伊藤 千里,13M,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,1,II-D,Reading and,sab154214,酒井 美江,12C,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,1,II-E,Reading and,sab154215,沢村 静,13N,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,1,II-F,Reading and,sab154216,倉持 和歌子,12G,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,1,II-G,Reading and,sab154217,田中 美和,12F,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,1,II-H,Reading and,sab154218,鴨下 恵子,11B,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,1,II-I,Reading and,sab154219,三幣 友行,11D,対象[26-26],,19,2026世田谷キャンパス前期.pdf,Readingand
ouyou_kagaku,応化,世田谷,木,2,前期後,2,II-I,ベクトル解析学,sab131313,古田 公司,11A,対象[25-18],"対開講(月3,木2)",19,2026世田谷キャンパス前期.pdf,ベクトル解析学
ouyou_kagaku,応化,世田谷,木,2,前期後,3,II-I,放射線医療工学,sab161203,河原林 順 羽倉 尚人,12N,対象[20-18],"対開講(月2,木2)",19,2026世田谷キャンパス前期.pdf,放射線医療工学
ouyou_kagaku,応化,世田谷,木,2,前期後,3,II-I,放射線計測工学,sab161203,河原林 順 羽倉 尚人,12N,対象[24-21],"対開講(月2,木2)",19,2026世田谷キャンパス前期.pdf,放射線計測工学
ouyou_kagaku,応化,世田谷,木,3,前期前,1,II-I,物理学実験(a),saa134309,西村 太樹 浅野 恵美 室(62H) 小野 督幸 金子 核,物理学実験,対象[26-26],"対開講(木3,木4)",19,2026世田谷キャンパス前期.pdf,物理学実験(a)
ouyou_kagaku,応化,世田谷,木,3,前期前,2,II-I,放射線・電気工学基礎,saa161304,羽倉 尚人 河原林 順,1BN,対象[25-21],"対開講(月3,木3)",19,2026世田谷キャンパス前期.pdf,放射線・電気工学基礎
ouyou_kagaku,応化,世田谷,木,3,前期前,2,II-I,電気電子基礎,saa161304,羽倉 尚人 河原林 順,1BN,対象[20-18],"対開講(月3,木3)",19,2026世田谷キャンパス前期.pdf,電気電子基礎
ouyou_kagaku,応化,世田谷,木,3,前期後,1,II-I,物理学実験(b),sab134310,西村 太樹 浅野 恵美 室(62H) 小野 督幸 金子 核,物理学実験,対象[26-26],"対開講(木3,木4)",19,2026世田谷キャンパス前期.pdf,物理学実験(b)
ouyou_kagaku,応化,世田谷,木,3,前期後,3,II-I,原子炉物理学,sab161305,高木 直行 西山 潤,21B,対象[24-18],"対開講(月3,木3)",19,2026世田谷キャンパス前期.pdf,原子炉物理学
ouyou_kagaku,応化,世田谷,木,4,前期前,1,II-I,物理学実験(a),saa134309,西村 太樹 浅野 恵美 室(62H) 小野 督幸 金子 核,物理学実験,対象[26-26],"対開講(木3,木4)",19,2026世田谷キャンパス前期.pdf,物理学実験(a)
ouyou_kagaku,応化,世田谷,木,4,前期前,2,II-I,微分方程式論,saa141202,中井 洋史,1BB,対象[25-18],"対開講(月2,木4)",19,2026世田谷キャンパス前期.pdf,微分方程式論
ouyou_kagaku,応化,世田谷,木,4,前期前,3,II-I,原子力リスク評価工学,saa161402,牟田 仁 鈴木 徹,12D,対象[20-18],"対開講(月4,木4)",19,2026世田谷キャンパス前期.pdf,原子力リスク評価工学
ouyou_kagaku,応化,世田谷,木,4,前期前,3,II-I,原子炉熱流動・リスク工 牟田 学,saa161402,仁 鈴木 徹,12D,対象[24-21],"対開講(月4,木4)",20,2026世田谷キャンパス前期.pdf,原子炉熱流動・リスク工牟田学
ouyou_kagaku,応化,世田谷,木,4,前期後,1,II-I,物理学実験(b),sab134310,西村 太樹 浅野 恵美 室(62H) 小野 督幸 金子 核,物理学実験,対象[26-26],"対開講(木3,木4)",20,2026世田谷キャンパス前期.pdf,物理学実験(b)
ouyou_kagaku,応化,世田谷,木,4,前期後,2,II-I,核反応工学基礎,sab161401,西山 潤 高木 直行,1BL,対象[25-21],"対開講(月4,木4)",20,2026世田谷キャンパス前期.pdf,核反応工学基礎
ouyou_kagaku,応化,世田谷,木,4,前期後,2,II-I,核反応工学,sab161401,西山 潤 高木 直行,1BL,対象[20-18],"対開講(月4,木4)",20,2026世田谷キャンパス前期.pdf,核反応工学
ouyou_kagaku,応化,世田谷,金,1,前期前,1,II-I,原子力構造工学基礎,saa162102,大鳥 靖樹 鈴木 徹 牟田 仁 中村 いずみ,11E,対象[26-21],"対開講(火1,金1)",20,2026世田谷キャンパス前期.pdf,原子力構造工学基礎
ouyou_kagaku,応化,世田谷,金,1,前期前,1,II-I,原子力機械工作概論,saa162102,大鳥 靖樹 鈴木 徹 牟田 仁 中村 いずみ,11E,対象[20-15],"対開講(火1,金1)",20,2026世田谷キャンパス前期.pdf,原子力機械工作概論
ouyou_kagaku,応化,世田谷,金,1,前期後,1,II-I,化学(1),sab162104,吉田 真史,22C,対象[26-18],"対開講(火1,金1)",20,2026世田谷キャンパス前期.pdf,化学(1)
ouyou_kagaku,応化,世田谷,金,2,前期前,1,II-I,微分積分学(1a)ﾘﾒﾃﾞｨｱﾙｸ ﾗｽ,saa112203,井上 浩一 大矢 浩徳,12M,対象[26-26],"対開講(火2,金2)",20,2026世田谷キャンパス前期.pdf,微分積分学(1a)リメディアルクラス
ouyou_kagaku,応化,世田谷,金,2,前期前,3,II-I,耐震工学,saa272201,珠玖 隆行,12P,対象[24-18],"対開講(火2,金2)",20,2026世田谷キャンパス前期.pdf,耐震工学
ouyou_kagaku,応化,世田谷,金,2,前期後,1,II-I,微分積分学(1b)ﾘﾒﾃﾞｨｱﾙｸ ﾗｽ,sab112204,井上 浩一 大矢 浩徳,12M,対象[26-26],"対開講(火2,金2)",20,2026世田谷キャンパス前期.pdf,微分積分学(1b)リメディアルクラス
ouyou_kagaku,応化,世田谷,金,2,前期後,2,SD,PBL(2),sab162202,大鳥 靖樹 牟田 仁 桑垣 玲子,13L,対象[25-20],"対開講(火2,金2)",20,2026世田谷キャンパス前期.pdf,PBL(2)
ouyou_kagaku,応化,世田谷,金,3,前期前,2,SD,電気機械・放射線実験 (1a),saa165301,羽倉 尚人 大鳥 靖樹 工学科実験 佐藤 勇 牟田 仁,原子力安全,対象[25-21],"対開講(金3,金4) 室",20,2026世田谷キャンパス前期.pdf,電気機械・放射線実験(1a)
ouyou_kagaku,応化,世田谷,金,3,前期後,1,SD,放射線概論,sab163101,河原林 順 松浦 治明 羽倉 尚人,12C,対象[26-18],"対開講(水1,金3)",20,2026世田谷キャンパス前期.pdf,放射線概論
ouyou_kagaku,応化,世田谷,金,3,前期後,2,SD,電気機械・放射線実験 (1b),sab165302,羽倉 尚人 大鳥 靖樹 工学科実験 佐藤 勇 牟田 仁,原子力安全,対象[25-21],"対開講(金3,金4) 室",20,2026世田谷キャンパス前期.pdf,電気機械・放射線実験(1b)
ouyou_kagaku,応化,世田谷,金,4,前期前,2,II,電気機械・放射線実験 (1a),saa165301,羽倉 尚人 大鳥 靖樹 工学科実験 佐藤 勇 牟田 仁,原子力安全,対象[25-21],"対開講(金3,金4) 室",20,2026世田谷キャンパス前期.pdf,電気機械・放射線実験(1a)
ouyou_kagaku,応化,世田谷,金,4,前期後,2,II,電気機械・放射線実験 (1b),sab165302,羽倉 尚人 大鳥 靖樹 工学科実験 佐藤 勇 牟田 仁,原子力安全,対象[25-21],"対開講(金3,金4) 室",20,2026世田谷キャンパス前期.pdf,電気機械・放射線実験(1b)
ouyou_kagaku,応化,世田谷,金,4,前集中,2,II,ひとづくり(2),saz137612,杉浦 正吾 加藤 雄一,-,対象[25-23],教養特別講義,20,2026世田谷キャンパス前期.pdf,ひとづくり(2)
ouyou_kagaku,応化,世田谷,金,4,前集中,2,II,ひらめきづくり(3),saz137615,杉浦 正吾 N・スランタ 加藤 雄一,-,対象[25-23],,20,2026世田谷キャンパス前期.pdf,ひらめきづくり(3)
ouyou_kagaku,応化,世田谷,金,4,前集中,2,II,材料力学,saz167604,大鳥 靖樹 中村 いずみ,-,対象[20-18],,20,2026世田谷キャンパス前期.pdf,材料力学
ouyou_kagaku,応化,世田谷,金,4,前集中,2,II,地球環境科学,saz167601,牟田 仁 鈴木 徹 大鳥 靖樹,-,対象[25-18],,20,2026世田谷キャンパス前期.pdf,地球環境科学
ouyou_kagaku,応化,世田谷,金,4,前集中,2,II,電磁気学基礎,saa112209,須藤 誠一,-,対象[20-18],,20,2026世田谷キャンパス前期.pdf,電磁気学基礎
ouyou_kagaku,応化,世田谷,金,4,前集中,2,II,放射線計測,saz167605,河原林 順,-,対象[20-18],,20,2026世田谷キャンパス前期.pdf,放射線計測
ouyou_kagaku,応化,世田谷,金,4,前集中,3,II,ことづくり(4),saz137622,瀬戸 久美子,-,対象[24-23],,20,2026世田谷キャンパス前期.pdf,ことづくり(4)
ouyou_kagaku,応化,世田谷,金,4,前集中,3,II,ひとづくり(3),saz137629,岸 和幸,-,対象[24-23],教養特別講義,20,2026世田谷キャンパス前期.pdf,ひとづくり(3)
ouyou_kagaku,応化,世田谷,金,4,前集中,3,II,ひらめきづくり(5),saz137624,杉浦 正吾 大木 浩士,-,対象[24-23],,20,2026世田谷キャンパス前期.pdf,ひらめきづくり(5)
ouyou_kagaku,応化,世田谷,金,4,前集中,4,II,卒業研究(1),saz167614,河原林 順 高木 直行 鈴木 徹 大鳥 靖樹,-,対象[23-19],,20,2026世田谷キャンパス前期.pdf,卒業研究(1)
ouyou_kagaku,応化,世田谷,金,4,前集中,4,II,卒業研究(2),saz167615,河原林 順 高木 直行 鈴木 徹 大鳥 靖樹,-,対象[23-19],,20,2026世田谷キャンパス前期.pdf,卒業研究(2)
shizen_shizen,自然,世田谷,月,1,前期前,1,A,化学実験,saa171103,吉田 真史 高木 晋作 中村 和彦 石井 義孝,化学実験室,対象[26-18],"対開講(月1,月2,木1,木2)",21,2026世田谷キャンパス前期.pdf,化学実験
shizen_suuri,自然,世田谷,月,1,前期前,1,A,化学実験,saa171103,吉田 真史 高木 晋作 中村 和彦 石井 義孝,化学実験室,対象[26-18],"対開講(月1,月2,木1,木2)",21,2026世田谷キャンパス前期.pdf,化学実験
shizen_shizen,自然,世田谷,月,1,前期前,2,A,線形代数学(2a),saa111109,曽布川 拓也,13M,対象[25-21],,21,2026世田谷キャンパス前期.pdf,線形代数学(2a)
shizen_suuri,自然,世田谷,月,1,前期前,2,A,線形代数学(2a),saa111109,曽布川 拓也,13M,対象[25-21],,21,2026世田谷キャンパス前期.pdf,線形代数学(2a)
shizen_shizen,自然,世田谷,月,1,前期後,1,B,化学実験,sab171104,吉田 真史 田中 健太郎 中村 和彦 石井 義孝,化学実験室,対象[26-18],"対開講(月1,月2,木1,木2)",21,2026世田谷キャンパス前期.pdf,化学実験
shizen_suuri,自然,世田谷,月,1,前期後,1,B,化学実験,sab171104,吉田 真史 田中 健太郎 中村 和彦 石井 義孝,化学実験室,対象[26-18],"対開講(月1,月2,木1,木2)",21,2026世田谷キャンパス前期.pdf,化学実験
shizen_shizen,自然,世田谷,月,1,前期後,2,B,線形代数学(2b),sab111110,曽布川 拓也,13M,対象[25-21],,21,2026世田谷キャンパス前期.pdf,線形代数学(2b)
shizen_suuri,自然,世田谷,月,1,前期後,2,B,線形代数学(2b),sab111110,曽布川 拓也,13M,対象[25-21],,21,2026世田谷キャンパス前期.pdf,線形代数学(2b)
shizen_shizen,自然,世田谷,月,2,前期前,1,A,化学実験,saa171103,吉田 真史 高木 晋作 中村 和彦 石井 義孝,化学実験室,対象[26-18],"対開講(月1,月2,木1,木2)",21,2026世田谷キャンパス前期.pdf,化学実験
shizen_suuri,自然,世田谷,月,2,前期前,1,A,化学実験,saa171103,吉田 真史 高木 晋作 中村 和彦 石井 義孝,化学実験室,対象[26-18],"対開講(月1,月2,木1,木2)",21,2026世田谷キャンパス前期.pdf,化学実験
shizen_shizen,自然,世田谷,月,2,前期前,2,A,微分方程式論,saa141202,中井 洋史,1BB,対象[25-18],"対開講(月2,木4)",21,2026世田谷キャンパス前期.pdf,微分方程式論
shizen_suuri,自然,世田谷,月,2,前期前,2,A,微分方程式論,saa141202,中井 洋史,1BB,対象[25-18],"対開講(月2,木4)",21,2026世田谷キャンパス前期.pdf,微分方程式論
shizen_shizen,自然,世田谷,月,2,前期後,1,B,化学実験,sab171104,吉田 真史 田中 健太郎 中村 和彦 石井 義孝,化学実験室,対象[26-18],"対開講(月1,月2,木1,木2)",21,2026世田谷キャンパス前期.pdf,化学実験
shizen_suuri,自然,世田谷,月,2,前期後,1,B,化学実験,sab171104,吉田 真史 田中 健太郎 中村 和彦 石井 義孝,化学実験室,対象[26-18],"対開講(月1,月2,木1,木2)",21,2026世田谷キャンパス前期.pdf,化学実験
shizen_shizen,自然,世田谷,月,2,前期後,2,B,集合と論理,sab171203,中井 洋史,12H,対象[25-18],"対開講(月2,木4)",21,2026世田谷キャンパス前期.pdf,集合と論理
shizen_suuri,自然,世田谷,月,2,前期後,2,B,集合と論理,sab171203,中井 洋史,12H,対象[25-18],"対開講(月2,木4)",21,2026世田谷キャンパス前期.pdf,集合と論理
shizen_shizen,自然,世田谷,月,3,前期前,1,B,物理学(1),saa171302,飯島 正徳,1BL,対象[19-18],"対開講(月3,木3)",21,2026世田谷キャンパス前期.pdf,物理学(1)
shizen_suuri,自然,世田谷,月,3,前期前,1,B,物理学(1),saa171302,飯島 正徳,1BL,対象[19-18],"対開講(月3,木3)",21,2026世田谷キャンパス前期.pdf,物理学(1)
shizen_shizen,自然,世田谷,月,3,前期前,1,B,力学,saa171302,飯島 正徳,1BL,対象[26-20],"対開講(月3,木3)",21,2026世田谷キャンパス前期.pdf,力学
shizen_suuri,自然,世田谷,月,3,前期前,1,B,力学,saa171302,飯島 正徳,1BL,対象[26-20],"対開講(月3,木3)",21,2026世田谷キャンパス前期.pdf,力学
shizen_shizen,自然,世田谷,月,3,前期後,2,B,地球変動論,sab171303,萩谷 宏,11C,対象[25-18],"対開講(月3,木3)",21,2026世田谷キャンパス前期.pdf,地球変動論
shizen_suuri,自然,世田谷,月,3,前期後,2,B,地球変動論,sab171303,萩谷 宏,11C,対象[25-18],"対開講(月3,木3)",21,2026世田谷キャンパス前期.pdf,地球変動論
shizen_shizen,自然,世田谷,月,3,前期後,3,B,分子の運動,sab171305,高木 晋作,12H,対象[24-18],"対開講(月3,木3)",21,2026世田谷キャンパス前期.pdf,分子の運動
shizen_suuri,自然,世田谷,月,3,前期後,3,B,分子の運動,sab171305,高木 晋作,12H,対象[24-18],"対開講(月3,木3)",21,2026世田谷キャンパス前期.pdf,分子の運動
shizen_shizen,自然,世田谷,月,4,前期前,1,B,物理学(1)演習,saa171403,飯島 正徳,1BL,対象[19-18],"対開講(月4,木4)",21,2026世田谷キャンパス前期.pdf,物理学(1)演習
shizen_suuri,自然,世田谷,月,4,前期前,1,B,物理学(1)演習,saa171403,飯島 正徳,1BL,対象[19-18],"対開講(月4,木4)",21,2026世田谷キャンパス前期.pdf,物理学(1)演習
shizen_shizen,自然,世田谷,月,4,前期前,1,B,力学演習,saa171403,飯島 正徳,1BL,対象[26-20],"対開講(月4,木4)",21,2026世田谷キャンパス前期.pdf,力学演習
shizen_suuri,自然,世田谷,月,4,前期前,1,B,力学演習,saa171403,飯島 正徳,1BL,対象[26-20],"対開講(月4,木4)",21,2026世田谷キャンパス前期.pdf,力学演習
shizen_shizen,自然,世田谷,月,4,前期後,1,B,地学(1),sab172308,萩谷 宏,11C,対象[26-18],"対開講(月4,木4)",21,2026世田谷キャンパス前期.pdf,地学(1)
shizen_suuri,自然,世田谷,月,4,前期後,1,B,地学(1),sab172308,萩谷 宏,11C,対象[26-18],"対開講(月4,木4)",21,2026世田谷キャンパス前期.pdf,地学(1)
shizen_shizen,自然,世田谷,月,4,前期後,2,B,ベクトル解析学,sab171401,服部 新,11F,対象[25-18],"対開講(月4,木2)",21,2026世田谷キャンパス前期.pdf,ベクトル解析学
shizen_suuri,自然,世田谷,月,4,前期後,2,B,ベクトル解析学,sab171401,服部 新,11F,対象[25-18],"対開講(月4,木2)",21,2026世田谷キャンパス前期.pdf,ベクトル解析学
shizen_shizen,自然,世田谷,月,4,前期後,3,B,古生物学,sab171406,中島 保寿,12C,対象[24-19],"対開講(月4,木4)",21,2026世田谷キャンパス前期.pdf,古生物学
shizen_suuri,自然,世田谷,月,4,前期後,3,B,古生物学,sab171406,中島 保寿,12C,対象[24-19],"対開講(月4,木4)",21,2026世田谷キャンパス前期.pdf,古生物学
shizen_shizen,自然,世田谷,月,5,前期,2,B,幾何学(1),saz171501,橋本 義武,13P,対象[25-20],,21,2026世田谷キャンパス前期.pdf,幾何学(1)
shizen_suuri,自然,世田谷,月,5,前期,2,B,幾何学(1),saz171501,橋本 義武,13P,対象[25-20],,21,2026世田谷キャンパス前期.pdf,幾何学(1)
shizen_shizen,自然,世田谷,火,1,前期,1,B,知的財産,saz112141,伊藤 剣太 (2Q),"71B(1Q),61C",対象[26-23],,21,2026世田谷キャンパス前期.pdf,知的財産
shizen_suuri,自然,世田谷,火,1,前期,1,B,知的財産,saz112141,伊藤 剣太 (2Q),"71B(1Q),61C",対象[26-23],,21,2026世田谷キャンパス前期.pdf,知的財産
shizen_shizen,自然,世田谷,火,1,前期前,1,B,微分積分学(1a),saa172101,中井 洋史,11A,対象[26-21],,21,2026世田谷キャンパス前期.pdf,微分積分学(1a)
shizen_suuri,自然,世田谷,火,1,前期前,1,B,微分積分学(1a),saa172101,中井 洋史,11A,対象[26-21],,21,2026世田谷キャンパス前期.pdf,微分積分学(1a)
shizen_shizen,自然,世田谷,火,1,前期前,2,B,基礎論理回路,saa312103,佐々木 智志,22C,対象[25-18],"対開講(火1,金1) ○",21,2026世田谷キャンパス前期.pdf,基礎論理回路
shizen_suuri,自然,世田谷,火,1,前期前,2,B,基礎論理回路,saa312103,佐々木 智志,22C,対象[25-18],"対開講(火1,金1) ○",21,2026世田谷キャンパス前期.pdf,基礎論理回路
shizen_shizen,自然,世田谷,火,1,前期前,2,B,極限と位相,saa172110,服部 新,1BP,対象[19-19],"対開講(火1,金1)",21,2026世田谷キャンパス前期.pdf,極限と位相
shizen_suuri,自然,世田谷,火,1,前期前,2,B,極限と位相,saa172110,服部 新,1BP,対象[19-19],"対開講(火1,金1)",21,2026世田谷キャンパス前期.pdf,極限と位相
shizen_shizen,自然,世田谷,火,1,前期前,2,B,分子構造論,saa172108,吉田 真史,71A,対象[25-18],"対開講(火1,金1)",21,2026世田谷キャンパス前期.pdf,分子構造論
shizen_suuri,自然,世田谷,火,1,前期前,2,B,分子構造論,saa172108,吉田 真史,71A,対象[25-18],"対開講(火1,金1)",21,2026世田谷キャンパス前期.pdf,分子構造論
shizen_shizen,自然,世田谷,火,1,前期前,3,B,極限と位相,saa172110,服部 新,1BP,対象[24-20],"対開講(火1,金1)",21,2026世田谷キャンパス前期.pdf,極限と位相
shizen_suuri,自然,世田谷,火,1,前期前,3,B,極限と位相,saa172110,服部 新,1BP,対象[24-20],"対開講(火1,金1)",21,2026世田谷キャンパス前期.pdf,極限と位相
shizen_shizen,自然,世田谷,火,1,前期後,1,B,微分積分学(1b),sab172102,中井 洋史,11A,対象[26-21],,21,2026世田谷キャンパス前期.pdf,微分積分学(1b)
shizen_suuri,自然,世田谷,火,1,前期後,1,B,微分積分学(1b),sab172102,中井 洋史,11A,対象[26-21],,21,2026世田谷キャンパス前期.pdf,微分積分学(1b)
shizen_shizen,自然,世田谷,火,1,前期後,2,B,電磁気学,sab172106,飯島 正徳 門多 顕司,1BD,対象[25-18],"対開講(火1,金1) ○",21,2026世田谷キャンパス前期.pdf,電磁気学
shizen_suuri,自然,世田谷,火,1,前期後,2,B,電磁気学,sab172106,飯島 正徳 門多 顕司,1BD,対象[25-18],"対開講(火1,金1) ○",21,2026世田谷キャンパス前期.pdf,電磁気学
shizen_shizen,自然,世田谷,火,2,前期,1,B,知的財産,saz112205,伊藤 剣太 (2Q),"71B(1Q),61C",対象[26-23],,21,2026世田谷キャンパス前期.pdf,知的財産
shizen_suuri,自然,世田谷,火,2,前期,1,B,知的財産,saz112205,伊藤 剣太 (2Q),"71B(1Q),61C",対象[26-23],,21,2026世田谷キャンパス前期.pdf,知的財産
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-A,Reading and,saa122201,日高 正司,12J,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-A,Reading and,saa122201,日高 正司,12J,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-B,Reading and Writing(1a),saa122202,ヴァーラ内田 エイ ドリアン ミッシェ,12G,対象[26-26],,21,2026世田谷キャンパス前期.pdf,ReadingandWriting(1a)
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-B,Reading and Writing(1a),saa122202,ヴァーラ内田 エイ ドリアン ミッシェ,12G,対象[26-26],,21,2026世田谷キャンパス前期.pdf,ReadingandWriting(1a)
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-C,Reading and,saa122203,秋間 聖代,12C,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-C,Reading and,saa122203,秋間 聖代,12C,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-D,Reading and,saa122204,水戸 俊介,12D,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-D,Reading and,saa122204,水戸 俊介,12D,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-E,Reading and,saa122205,佐竹 幸信,12A,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-E,Reading and,saa122205,佐竹 幸信,12A,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-F,Reading and,saa122206,古谷 裕美,12E,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-F,Reading and,saa122206,古谷 裕美,12E,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-G,Reading and,saa122207,松本 淳子,12F,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-G,Reading and,saa122207,松本 淳子,12F,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-H,Reading and,saa122208,鷹取 勇希,13K,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-H,Reading and,saa122208,鷹取 勇希,13K,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-I,Reading and,saa122209,染谷 昌弘,11C,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-I,Reading and,saa122209,染谷 昌弘,11C,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_shizen,自然,世田谷,火,2,前期前,1,IV-J,Reading and,saa122210,小林 美文,12H,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_suuri,自然,世田谷,火,2,前期前,1,IV-J,Reading and,saa122210,小林 美文,12H,対象[26-26],,21,2026世田谷キャンパス前期.pdf,Readingand
shizen_shizen,自然,世田谷,火,2,前期前,2,IV-J,技術者倫理,saa172202,中村 正人（講師） 服部 新 中島 保寿 長田 剛,22A,対象[25-20],"対開講(火2,金2)",21,2026世田谷キャンパス前期.pdf,技術者倫理
shizen_suuri,自然,世田谷,火,2,前期前,2,IV-J,技術者倫理,saa172202,中村 正人（講師） 服部 新 中島 保寿 長田 剛,22A,対象[25-20],"対開講(火2,金2)",21,2026世田谷キャンパス前期.pdf,技術者倫理
shizen_shizen,自然,世田谷,火,2,前期前,2,IV-J,情報社会と倫理,saa172202,中村 正人（講師） 服部 新 中島 保寿 長田 剛,22A,対象[19-18],"対開講(火2,金2)",21,2026世田谷キャンパス前期.pdf,情報社会と倫理
shizen_suuri,自然,世田谷,火,2,前期前,2,IV-J,情報社会と倫理,saa172202,中村 正人（講師） 服部 新 中島 保寿 長田 剛,22A,対象[19-18],"対開講(火2,金2)",21,2026世田谷キャンパス前期.pdf,情報社会と倫理
