stage,area,subarea,total_required_credits,必修_credits,選択必修1_credits,選択必修2_credits,自由_credits,notes
卒業,共通分野,教養科目,10,0,0,0,10,一般コース
卒業,共通分野,体育科目,1,0,1,0,0,一般コース。選択必修科目から1単位
卒業,共通分野,外国語科目,8,4,0,0,4,一般コース。必修4単位を含む
卒業,専門分野,情報工学基盤科目,33,0,0,0,33,一般コース。必修・選択必修条件は科目表側で判定
卒業,専門分野,専門科目,60,0,0,0,60,一般コース。必修条件は科目表側で判定
卒業,自由選択,自由選択,12,0,0,0,12,一般コース。各区分の卒業要件超過分を合算
