stage,area,subarea,total_required_credits,必修_credits,選択必修1_credits,選択必修2_credits,自由_credits,notes
卒業,共通分野,教養科目,10,0,0,0,10,理工学部卒業要件。必要最小単位数10単位。
卒業,共通分野,体育科目,1,0,1,0,0,△選択必修科目1単位を含む。
卒業,共通分野,外国語科目,8,4,0,0,4,英語科目（スキル）等の○必修4単位を含む。
卒業,専門分野,理工学基礎科目,31,0,0,0,31,必修・選択必修の内訳は学科別。PDF教育課程表の個別確認が必要。
卒業,専門分野,専門科目,60,0,0,0,60,必修・選択必修の内訳は学科別。PDF教育課程表の個別確認が必要。
卒業,自由選択,自由選択,14,0,0,0,14,必要最小単位を超える分、卒業要件加算の特別履修等を算入。
