id,title,credits,raw_required,category,group,courseType,sourceKind,sourceFile,sourceLine,sourceQuality,aliases,notes
DD-333,リスク＆クライシスマネジメント,2,,専門分野,専門応用科目,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,リスク＆クライシスマネジメント 2 2 DD-333 20 20 20 20 20,pdftotext_line,,department=デザイン・データ科学科; source_page=81
DD-334,イャ,2,,専門分野,専門応用科目,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,イャ 未来創造デザインプロジェクト 2 2 DD-334 20 20 20 20 20,pdftotext_line,,department=デザイン・データ科学科; source_page=81
DD-335,ンル,2,△,専門分野,専門応用科目,elective-required,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,ンル サービスシステムデザイン演習 △ 2 2 DD-335 20 20 20 20 20,pdftotext_line,,department=デザイン・データ科学科; source_page=81
DD-336,ス,2,△,専門分野,専門応用科目,elective-required,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,ス サプライチェーンデザイン演習 △ 2 2 DD-336 20 20 20 20 20,pdftotext_line,,department=デザイン・データ科学科; source_page=81
DD-337,テ,2,△,専門分野,専門応用科目,elective-required,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,テ ビジネスシステムデザイン演習 △ 2 2 DD-337 20 20 20 20 20,pdftotext_line,,department=デザイン・データ科学科; source_page=81
DD-991,そ,2,,専門分野,専門応用科目,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,そ 特別講義 2 (2) 2 DD-991 20 20 20 20 20,pdftotext_line,,department=デザイン・データ科学科; source_page=81
DD-992,海外インターンシップ,2,,専門分野,専門応用科目,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,海外インターンシップ 2 DD-992 20 20 20 20 20,pdftotext_line,,department=デザイン・データ科学科; source_page=81
DD-993,COOPプログラム,4,,専門分野,専門応用科目,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,COOPプログラム 4 4 DD-993 20 20 20 20 20,pdftotext_line,,department=デザイン・データ科学科; source_page=81
DD-491,キャップストーンプロジェクト,4,○,専門分野,専門応用科目,required,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,キャップストーンプロジェクト ○ 4 (4) 4 DD-491 20 20 20 20 20,pdftotext_line,,department=デザイン・データ科学科; source_page=81
HP-101,ことづくり,1,,学部共通科目,ひらめき・ことづくり,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,ことづくり 1 1 HP-101 15 20 20 20 25 卒業要件非加算、ＳＣ開講,pdftotext_line,,department=デザイン・データ科学科; source_page=82
HP-201,づ,2,,学部共通科目,ひらめき・ことづくり,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,づ デザインリサーチ 2 2 HP-201 20 15 20 20 25 卒業要件非加算、ＳＣ開講,pdftotext_line,,department=デザイン・データ科学科; source_page=82
HP-301,り,2,,学部共通科目,ひらめき・ことづくり,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,り サステナビリティ 2 2 HP-301 20 20 20 20 20 卒業要件非加算、ＳＣ開講,pdftotext_line,,department=デザイン・データ科学科; source_page=82
HP-901,デザインシンキング,2,,学部共通科目,ひらめき・ことづくり,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,デザインシンキング 2 2 HP-901 15 25 20 15 25 卒業要件非加算、ＳＣ開講,pdftotext_line,,department=デザイン・データ科学科; source_page=82
HP-902,め,1,,学部共通科目,ひらめき・ことづくり,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,め アイデアソン演習 1 1 HP-902 15 25 20 15 25 卒業要件非加算、ＳＣ開講,pdftotext_line,,department=デザイン・データ科学科; source_page=82
HP-903,こ,1,,学部共通科目,ひらめき・ことづくり,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,こ ハッカソン演習 1 1 HP-903 15 25 20 15 25 卒業要件非加算、ＳＣ開講,pdftotext_line,,department=デザイン・データ科学科; source_page=82
HP-904,づ,1,,学部共通科目,ひらめき・ことづくり,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,づ ビジネスコンテスト演習 1 1 HP-904 15 25 20 15 25 卒業要件非加算、ＳＣ開講,pdftotext_line,,department=デザイン・データ科学科; source_page=82
HP-905,り,2,,学部共通科目,ひらめき・ことづくり,elective,curriculum,3db8dbc9a70710d1a1cf633fefc085e8.pdf,り フィールドリサーチ 2 2 1 HP-905 15 25 20 15 25 卒業要件非加算、ＳＣ開講,pdftotext_line,,department=デザイン・データ科学科; source_page=82
