departmentId,facultyId,faculty,departmentName,stage,area,subarea,requirementKey,requiredCredits,requirementRequiredCredits,requirementElectiveRequired1Credits,requirementElectiveRequired2Credits,requirementFreeCredits,courseId,title,credits,courseType,rawRequired,category,group,applicability,matchReason,sourceFile,sourceQuality,sourcePage,notes
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-111,哲学(1),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-112,哲学(2),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-113,倫理学(1),2.0,elective,,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-114,倫理学(2),2.0,elective,,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-115,倫理学(a),1.0,elective,,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-116,倫理学(b),1.0,elective,,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-117,化人類学,2.0,elective,,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-118,視覚芸術史(1),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-119,視覚芸術史(2),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-211,デザイン概論(1),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-212,デザイン概論(2),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-213,日本文学,2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-11A,日本史(1),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-11B,日本史(2),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-11C,西洋史(1),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-11D,西洋史(2),2.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-11E,民俗学(a),1.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
toshi_seikatsu,toshi_seikatsu,都市生活学部,都市生活学科,卒業,共通分野,教養科目,卒業:共通分野:教養科目,10.0,0.0,0.0,0.0,10.0,LA-11F,民俗学(b),1.0,elective,Ｇ,共通分野,教養科目,elective_candidate,exact_subarea_match:教養科目,9a97b84ce1f096e0db084e81dac0bf1f.pdf,pdftotext_line,62,department=都市生活学科; source_page=62
